,episode_ids,id,url,name,season,number,type,airdate,airtime,airstamp,runtime,rating,summary
1745,1745,2071486,https://www.tvmaze.com/episodes/2071486/youths-in-the-breeze-1x16-people-from-the-story-08,PEOPLE FROM THE STORY #08,1.0,16.0,regular,2020-12-18,,2020-12-18,7.0,,
1746,1746,2082176,https://www.tvmaze.com/episodes/2082176/ling-jian-zun-4x33-di133ji,第133集,4.0,33.0,regular,2020-12-18,,2020-12-18,10.0,,
1747,1747,2080226,https://www.tvmaze.com/episodes/2080226/supreme-god-emperor-1x64-episode-64,Episode 64,1.0,64.0,regular,2020-12-18,,2020-12-18,10.0,,
1748,1748,1944257,https://www.tvmaze.com/episodes/1944257/parterapi-s04-special-julen-ii,Julen II,4.0,,significant_special,2020-12-18,06:00,2020-12-18,9.0,,
1749,1749,1976710,https://www.tvmaze.com/episodes/1976710/familien-lykke-1x11-macho-men,"Macho, men ...",1.0,11.0,regular,2020-12-18,06:00,2020-12-18,20.0,,"Kim Runes gets a crack when Randi hires someone to fix the bathroom. Matheo steals from the medicine cabinet, and a riddle turns Christer's worldview upside down."
1750,1750,1977326,https://www.tvmaze.com/episodes/1977326/stjernestov-1x18-episode-18,Episode 18,1.0,18.0,regular,2020-12-18,06:00,2020-12-18,20.0,,
1751,1751,1990236,https://www.tvmaze.com/episodes/1990236/taqdeer-1x01-rashatal,Rashatal,1.0,1.0,regular,2020-12-18,,2020-12-18,25.0,,
1752,1752,1990237,https://www.tvmaze.com/episodes/1990237/taqdeer-1x02-radbadal,Radbadal,1.0,2.0,regular,2020-12-18,,2020-12-18,25.0,,
1753,1753,1990238,https://www.tvmaze.com/episodes/1990238/taqdeer-1x03-ranakhetra,Ranakhetra,1.0,3.0,regular,2020-12-18,,2020-12-18,25.0,,
1754,1754,1990239,https://www.tvmaze.com/episodes/1990239/taqdeer-1x04-gandham,Gandham,1.0,4.0,regular,2020-12-18,,2020-12-18,25.0,,
1755,1755,1990240,https://www.tvmaze.com/episodes/1990240/taqdeer-1x05-barafkal,Barafkal,1.0,5.0,regular,2020-12-18,,2020-12-18,25.0,,
1756,1756,1990241,https://www.tvmaze.com/episodes/1990241/taqdeer-1x06-barkhelap,Barkhelap,1.0,6.0,regular,2020-12-18,,2020-12-18,25.0,,
1757,1757,1990242,https://www.tvmaze.com/episodes/1990242/taqdeer-1x07-prayeshchitto,Prayeshchitto,1.0,7.0,regular,2020-12-18,,2020-12-18,25.0,,
1758,1758,1990243,https://www.tvmaze.com/episodes/1990243/taqdeer-1x08-pulsirat,Pulsirat,1.0,8.0,regular,2020-12-18,,2020-12-18,25.0,,
1759,1759,1990503,https://www.tvmaze.com/episodes/1990503/black-widows-1x01-boom,Boom!,1.0,1.0,regular,2020-12-18,,2020-12-18,39.0,,"Trapped in horrible marriages, Veera, Jayati and Kavita, decide to get rid of their abusive husbands during a weekend getaway. While they manage to execute their seemingly perfect plan, things start getting worrisome when the police begin investigating the case and get their hands on some clues that could put the women in a spot. Also, Veera realise she and her daughter may be in grave danger."
1760,1760,1990504,https://www.tvmaze.com/episodes/1990504/black-widows-1x02-freedom-life-and-choices,"Freedom, Life, and Choices",1.0,2.0,regular,2020-12-18,,2020-12-18,35.0,,"The three widows try to get their lives back on track but face various unexpected situations that keep them on their toes. Unbeknownst to them, a different, sinister plot is unfolding at the lakehouse, and Rameez seems to be aware of it."
1761,1761,1990505,https://www.tvmaze.com/episodes/1990505/black-widows-1x03-teddy-bear,Teddy Bear,1.0,3.0,regular,2020-12-18,,2020-12-18,34.0,,"Inspector Pankaj is certain he is on to something when he tries to trace the explosives used in the blast. Jatin tries to make sense of the attempt on his life, connecting it to his closely guarded secrets. The mysterious plot around MediPharma thickens even as the women, completely unaware of it, try to make sense of the turns their lives are taking."
1762,1762,1990506,https://www.tvmaze.com/episodes/1990506/black-widows-1x04-the-killer,The Killer,1.0,4.0,regular,2020-12-18,,2020-12-18,35.0,,"Veera has a new problem at hand which Jayati and Kavita must aid her with but, Kavita may be more of a hindrance than a help. Pankaj and Rinku's suspicion on the three women grows, and an unlikely witness may have given them an important clue. Inaaya Thakur, the boss of MediPharma, now begins to get involved as Rameez's death may complicate matters for her and finds an unexpected ally. Barry, Pankaj's boss, asks him to stop working on the case."
1763,1763,1990508,https://www.tvmaze.com/episodes/1990508/black-widows-1x05-finding-love,Finding Love,1.0,5.0,regular,2020-12-18,,2020-12-18,32.0,,"Kavita's desire to find a connection with someone will take her down a strange path. Jatin needs to get his hands on a key piece of evidence before it is too late. Convinced that there is more to the cases, Pankaj and Rinku continue with their investigation, making Inaaya and Barry uncomfortable. Jayati and Veera try to crack a business deal with Inaaya Thakur but are unaware of her dangerous intentions."
1764,1764,1990509,https://www.tvmaze.com/episodes/1990509/black-widows-1x06-no-more-a-victim,No More a Victim,1.0,6.0,regular,2020-12-18,,2020-12-18,36.0,,"While Kavita is obsessed with her ‘true love' and her blog, both Jayati and Veera realise just how precarious their future could be. Jayati forms a bond with Jahaan while Veera is rescued from her misery by a friend. Meanwhile, Jatin struggles to find a solution to his problem, and Pankaj and Rinku inch closer to discovering the complete truth. Where will it lead them?"
1765,1765,1990510,https://www.tvmaze.com/episodes/1990510/black-widows-1x07-the-deal,The Deal,1.0,7.0,regular,2020-12-18,,2020-12-18,33.0,,"Veera faces a harsh reality that splits her path from that of her friends. Meanwhile, Jayati's determination to break Inaaya meets with an unexpected obstacle. Kavita's involvement with Jahaan leads to dire consequences. Pankaj and Rinku continue to dig further as new layers to the case are exposed. Inaaya comes up with a plan to cover her tracks but, a long shot by Jatin could ruin it all."
1766,1766,1990511,https://www.tvmaze.com/episodes/1990511/black-widows-1x08-purple-moments,Purple Moments,1.0,8.0,regular,2020-12-18,,2020-12-18,36.0,,"Jatin tries to expose Inaaya, but his attempt hits a roadblock. Veera and Jayati must play their cards smartly with Inaaya, or they risk losing more than they are aware of. Veera finds it difficult to hold on to her hatred for Jatin and tries to balance her feelings between him and Eddie. Meanwhile, Rinku feels jealous about Pankaj's diverted attention."
1767,1767,1990512,https://www.tvmaze.com/episodes/1990512/black-widows-1x09-jatin-must-die,Jatin Must Die,1.0,9.0,regular,2020-12-18,,2020-12-18,30.0,,"Veera can barely hold on to her secrets from her friends and Eddie when they all fall in grave danger. The friendship between the three women starts falling apart as they disagree on their next move. Kavita closes an old chapter of her life. While Inaaya's two accomplices pose a threat to each other, Pankaj and Rinku must find proof to support their version of the truth."
1768,1768,1990513,https://www.tvmaze.com/episodes/1990513/black-widows-1x10-crossroads,Crossroads,1.0,10.0,regular,2020-12-18,,2020-12-18,39.0,,"Kavita is worried about her future and considers taking a drastic step. Veera decides to help Jatin in his quest while Pankaj and Rinku attempt to unravel a possible conspiracy by connecting the dots. Jayati and Inaaya lock horns, but a jealous Kavita might change the game. Will the three women go their separate ways?"
1769,1769,1990514,https://www.tvmaze.com/episodes/1990514/black-widows-1x11-flash-drive,Flash Drive,1.0,11.0,regular,2020-12-18,,2020-12-18,33.0,,"While Pankaj deals with the blurring lines between his personal and professional life, Jatin hatches a grand plan to solve a problem. Veera must make a tough choice while Pankaj confronts Jayati. Unlikely allies come up with a way to end Inaaya's threat. Meanwhile, Kavita finds herself at the losing end yet again. Will she pose a threat?"
1770,1770,1990515,https://www.tvmaze.com/episodes/1990515/black-widows-1x12-love-and-death,Love and Death,1.0,12.0,regular,2020-12-18,,2020-12-18,38.0,,"Kavita's situation threatens to put the entire plot in danger while Rinku's rage pushes her to a point of no return. All lines converge, and every action bears a consequence. What does fate have in store for Kavita, Veera and Jayati?"
1771,1771,2132710,https://www.tvmaze.com/episodes/2132710/uncommon-sense-with-saloni-1x07-bharatiya-trolling,Bharatiya Trolling,1.0,7.0,regular,2020-12-18,,2020-12-18,,,
1772,1772,1924890,https://www.tvmaze.com/episodes/1924890/grand-4x19-83-doprygaessa,83. Допрыгаешься!,4.0,19.0,regular,2020-12-18,21:00,2020-12-18,25.0,,
1773,1773,2037533,https://www.tvmaze.com/episodes/2037533/boom-1x03-esra-rusan,Esra Ruşan,1.0,3.0,regular,2020-12-18,,2020-12-18,28.0,,
1774,1774,1985248,https://www.tvmaze.com/episodes/1985248/growing-season-1x04-episode-4,Episode 4,1.0,4.0,regular,2020-12-18,19:00,2020-12-18,23.0,,
1775,1775,1971946,https://www.tvmaze.com/episodes/1971946/hver-gang-vi-motes-10x15-program-8-del-1,Program 8 - del 1,10.0,15.0,regular,2020-12-18,,2020-12-18,44.0,,
1776,1776,1971947,https://www.tvmaze.com/episodes/1971947/hver-gang-vi-motes-10x16-program-8-del-2,Program 8 - del 2,10.0,16.0,regular,2020-12-18,,2020-12-18,24.0,,
1777,1777,1984180,https://www.tvmaze.com/episodes/1984180/hjerteslag-3x08-si-noe,Si noe,3.0,8.0,regular,2020-12-18,,2020-12-18,13.0,,
1778,1778,1980928,https://www.tvmaze.com/episodes/1980928/dime-quien-soy-1x04-santiago,Santiago,1.0,4.0,regular,2020-12-18,12:00,2020-12-18,50.0,,Amelia looks for a way to save her family; Francoism triggers a persecution against Red Spain.
1779,1779,1984851,https://www.tvmaze.com/episodes/1984851/realtimelove-4x05-episode-5,Episode 5,4.0,5.0,regular,2020-12-18,20:00,2020-12-18,19.0,,
1780,1780,1984757,https://www.tvmaze.com/episodes/1984757/panelet-2020-12-18-episode-193-kjendisaret-julekaraoke-og-hjem-til-jul-avsloring,"Episode 193: Kjendisåret, julekaraoke og «Hjem til jul»-avsløring",,193.0,regular,2020-12-18,,2020-12-18,17.0,,
1781,1781,1982659,https://www.tvmaze.com/episodes/1982659/red-light-1x03-e,"""E""",1.0,3.0,regular,2020-12-18,,2020-12-18,48.0,,
1782,1782,1986887,https://www.tvmaze.com/episodes/1986887/colgar-las-alas-1x05-amor-y-odio,Amor y odio,1.0,5.0,regular,2020-12-18,,2020-12-18,55.0,,
1783,1783,1990230,https://www.tvmaze.com/episodes/1990230/lassemajas-detektivbyra-1x05-sjukhusmysteriet,Sjukhusmysteriet,1.0,5.0,regular,2020-12-18,,2020-12-18,42.0,,
1784,1784,1990231,https://www.tvmaze.com/episodes/1990231/lassemajas-detektivbyra-1x06-karleksmysteriet,Kärleksmysteriet,1.0,6.0,regular,2020-12-18,,2020-12-18,42.0,,
1785,1785,1999326,https://www.tvmaze.com/episodes/1999326/de-jacht-op-de-mocro-maffia-2x03-martelkamers-van-de-onderwereld,Martelkamers Van De Onderwereld,2.0,3.0,regular,2020-12-18,,2020-12-18,40.0,,
1786,1786,2153837,https://www.tvmaze.com/episodes/2153837/bablo-3x01-odd-slutter,Odd slutter,3.0,1.0,regular,2020-12-18,,2020-12-18,9.0,,
1787,1787,2153838,https://www.tvmaze.com/episodes/2153838/bablo-3x02-bo-vil-ha-muskler,Bo vil ha muskler,3.0,2.0,regular,2020-12-18,,2020-12-18,8.0,,
1788,1788,2153839,https://www.tvmaze.com/episodes/2153839/bablo-3x03-odds-julelotteri,Odds julelotteri,3.0,3.0,regular,2020-12-18,,2020-12-18,8.0,,
1789,1789,2153840,https://www.tvmaze.com/episodes/2153840/bablo-3x04-bo-vil-ha-lus,Bo vil ha lus,3.0,4.0,regular,2020-12-18,,2020-12-18,8.0,,
1790,1790,1980396,https://www.tvmaze.com/episodes/1980396/the-young-turks-2020-12-18-december-18-2020-hour-1,"December 18, 2020 - Hour 1",,309.0,regular,2020-12-18,,2020-12-18,120.0,,
1791,1791,1980397,https://www.tvmaze.com/episodes/1980397/the-young-turks-2020-12-18-december-18-2020-hour-2,"December 18, 2020 - Hour 2",,310.0,regular,2020-12-18,,2020-12-18,120.0,,
1792,1792,2055883,https://www.tvmaze.com/episodes/2055883/om-nom-stories-17x09-scout-noms,Scout Noms,17.0,9.0,regular,2020-12-18,,2020-12-18,1.0,,
1793,1793,2013053,https://www.tvmaze.com/episodes/2013053/talking-tom-and-friends-5x17-santas-phone,Santa's Phone,5.0,17.0,regular,2020-12-18,,2020-12-18,11.0,,
1794,1794,2176135,https://www.tvmaze.com/episodes/2176135/scishow-2020-12-18-cheap-fast-easy-and-accurate-new-covid-test-might-do-it-all-scishow-news,"Cheap, Fast, Easy, AND Accurate? New COVID Test Might Do it All | SciShow News",,345.0,regular,2020-12-18,,2020-12-18,,,
1795,1795,1985332,https://www.tvmaze.com/episodes/1985332/druck-6x01-neue-galaxien,Neue Galaxien,6.0,1.0,regular,2020-12-18,,2020-12-18,25.0,,
1796,1796,1949636,https://www.tvmaze.com/episodes/1949636/the-mandalorian-2x08-chapter-16-the-rescue,Chapter 16: The Rescue,2.0,8.0,regular,2020-12-18,,2020-12-18,44.0,9.2,The Mandalorian and his allies attempt a daring rescue.
1797,1797,1988000,https://www.tvmaze.com/episodes/1988000/a-pogovorit-4x38-nikolaj-drozdov-o-gucci-krokodilah-smysle-lubvi-i-preemnike,"Николай Дроздов: о Gucci, крокодилах, смысле любви и преемнике",4.0,38.0,regular,2020-12-18,,2020-12-18,63.0,,
1798,1798,1969214,https://www.tvmaze.com/episodes/1969214/el-cid-1x01-la-conjura,La conjura,1.0,1.0,regular,2020-12-18,,2020-12-18,72.0,7.7,"It's the mid-11th Century. Ruy is a young man who has just been named squire to Prince Sancho, King Fernando of León's eldest son. One night he discovers that someone he loves is involved in a conspiracy to overthrow the King. From then on, Ruy is caught between his loyalty to duty and to his heart."
1799,1799,1984210,https://www.tvmaze.com/episodes/1984210/el-cid-1x02-ordalia,Ordalía,1.0,2.0,regular,2020-12-18,,2020-12-18,53.0,7.6,"Flaín wants the man who upset the conspiracy. Rodrigo knows it was his grandson, which is why he intends to send him off to Vivar. On the other hand, Ruy resists leaving the King at the expense of Flaín, as he sees the only solution being to end the Count of León's life. When it looks like everything is about to kick off, the Navarre troops turn up at the border and declare war against León."
1800,1800,1984211,https://www.tvmaze.com/episodes/1984211/el-cid-1x03-baraka,Baraka,1.0,3.0,regular,2020-12-18,,2020-12-18,51.0,7.8,"Fernando sends his son, Sancho, with a small army to Zaragoza to confront his brother, Ramiro, the King of Aragon. Before leaving with Sancho, Ruy reveals to the King that Flaín tried to kill him. Fernando starts to investigate who betrayed him. Meanwhile, Ruy leaves León ignorant to the fact Flaín sent a hitman within the troop to kill him."
1801,1801,1984212,https://www.tvmaze.com/episodes/1984212/el-cid-1x04-campeador,Campeador,1.0,4.0,regular,2020-12-18,,2020-12-18,57.0,7.8,"The Castile troops with Sancho and Ruy fight an outnumbered battle against the Aragonese. When all seems lost, the outcome seems totally unexpected. In León, Fernando discovered who was conspiring against him, among whom his wife, Sancha. Unbeknownst to the King, his daughter, Urraca, has also made a decision that will change the power balance forever."
1802,1802,1984213,https://www.tvmaze.com/episodes/1984213/el-cid-1x05-expiacion,Expiación,1.0,5.0,regular,2020-12-18,,2020-12-18,59.0,7.8,"After Fernando's subsequent illness, Sancho and his troops return to León. Ruy tells his grandfather that Flaín sent someone to kill him. Rodrigo knows his grandson's life is in danger. Flaín, on the other hand, doesn't give up on his mission to conspire against the dying King and decides to attempt seizing power before his death. He is unaware that Urraca still has a card to play."
1803,1803,1967023,https://www.tvmaze.com/episodes/1967023/hjem-til-jul-2x01-elsker-elsker-ikke,"Elsker, elsker ikke",2.0,1.0,regular,2020-12-18,,2020-12-18,32.0,7.7,"The person at Johanne's door is finally revealed. Over the course of a year, romantic bliss gives way to the realities of relationships.<br /> "
1804,1804,1985580,https://www.tvmaze.com/episodes/1985580/hjem-til-jul-2x02-sot-hevn,Søt hevn,2.0,2.0,regular,2020-12-18,,2020-12-18,25.0,7.7,"Still reeling from her encounter with Henrik, Johanne pays her newly single father a visit. Later, Johanne goes drinking with a co-worker.<br /> "
1805,1805,1985581,https://www.tvmaze.com/episodes/1985581/hjem-til-jul-2x03-fanget-av-fortiden,Fanget av fortiden,2.0,3.0,regular,2020-12-18,,2020-12-18,28.0,8.3,"Johanne visits an ex-boyfriend, hoping for answers about their split. Later, her father accompanies her on an eventful trip to a tattoo studio.<br /> "
1806,1806,1985582,https://www.tvmaze.com/episodes/1985582/hjem-til-jul-2x04-julespeeddate,Julespeeddate,2.0,4.0,regular,2020-12-18,,2020-12-18,26.0,8.3,"Johanne strikes up a conversation with a handsome stranger while her good-natured neighbor, Nick, tries speed dating at a bar.<br /> "
1807,1807,1985583,https://www.tvmaze.com/episodes/1985583/hjem-til-jul-2x05-den-perfekte-date,Den perfekte date,2.0,5.0,regular,2020-12-18,,2020-12-18,35.0,7.7,"A highly anticipated second date with Knut doesn't go as expected. As Christmas draws nearer, Johanne bumps into a friendly face.<br /> "
1808,1808,1985584,https://www.tvmaze.com/episodes/1985584/hjem-til-jul-2x06-julekaos,Julekaos,2.0,6.0,regular,2020-12-18,,2020-12-18,31.0,8.3,"It's Christmas Eve and between not burning the dinner, entertaining her guests and keeping Jonas off her mind, Johanne's just a little busy."
1809,1809,1984710,https://www.tvmaze.com/episodes/1984710/xie-wang-zhui-qi-2x03-episode-3,Episode 3,2.0,3.0,regular,2020-12-18,20:00,2020-12-18,14.0,,
1810,1810,1986252,https://www.tvmaze.com/episodes/1986252/good-mythical-morning-18x69-alternate-universe-snacks-taste-test,Alternate Universe Snacks Taste Test,18.0,69.0,regular,2020-12-18,,2020-12-18,,,
1811,1811,2062407,https://www.tvmaze.com/episodes/2062407/red-6x01-dr,DR,6.0,1.0,regular,2020-12-18,,2020-12-18,15.0,,
1812,1812,2062408,https://www.tvmaze.com/episodes/2062408/red-6x02-new-beginnings,New Beginnings,6.0,2.0,regular,2020-12-18,,2020-12-18,15.0,,
1813,1813,2062409,https://www.tvmaze.com/episodes/2062409/red-6x03-suspicions,Suspicions,6.0,3.0,regular,2020-12-18,,2020-12-18,15.0,,
1814,1814,2062410,https://www.tvmaze.com/episodes/2062410/red-6x04-flirtations-dates,Flirtations & Dates,6.0,4.0,regular,2020-12-18,,2020-12-18,15.0,,
1815,1815,2062411,https://www.tvmaze.com/episodes/2062411/red-6x05-happy-hour,Happy Hour,6.0,5.0,regular,2020-12-18,,2020-12-18,15.0,,
1816,1816,2062412,https://www.tvmaze.com/episodes/2062412/red-6x06-happy-hour,Happy Hour,6.0,6.0,regular,2020-12-18,,2020-12-18,15.0,,
1817,1817,2062413,https://www.tvmaze.com/episodes/2062413/red-6x07-truth-be-told,Truth Be Told,6.0,7.0,regular,2020-12-18,,2020-12-18,15.0,,
1818,1818,2062414,https://www.tvmaze.com/episodes/2062414/red-6x08-closure,Closure,6.0,8.0,regular,2020-12-18,,2020-12-18,15.0,,
1819,1819,2062415,https://www.tvmaze.com/episodes/2062415/red-6x09-the-proposal,The Proposal,6.0,9.0,regular,2020-12-18,,2020-12-18,15.0,,
1820,1820,2062416,https://www.tvmaze.com/episodes/2062416/red-6x10-finally,Finally,6.0,10.0,regular,2020-12-18,,2020-12-18,15.0,,
1821,1821,1973986,https://www.tvmaze.com/episodes/1973986/sweet-home-1x01-episode-1,Episode 1,1.0,1.0,regular,2020-12-18,,2020-12-18,50.0,9.2,"Cha Hyun Soo moves into the run-down Green Home by himself. Not long after, he witnesses a disturbing sight in his neighbor's apartment.<br /> "
1822,1822,1973987,https://www.tvmaze.com/episodes/1973987/sweet-home-1x02-episode-2,Episode 2,1.0,2.0,regular,2020-12-18,,2020-12-18,57.0,9.3,"As a state of emergency is declared, the residents tie up Pyun Sang Wook for being bitten. Hyun-su is unable to ignore a family in distress.<br /> "
1823,1823,1973988,https://www.tvmaze.com/episodes/1973988/sweet-home-1x03-episode-3,Episode 3,1.0,3.0,regular,2020-12-18,,2020-12-18,46.0,9.7,"An unexpected savior protects the children from harm as Hyun-su, together with Yoon Ji Soo and Jung Jae Hun, tries to bring them to safety.<br /> "
1824,1824,1973989,https://www.tvmaze.com/episodes/1973989/sweet-home-1x04-episode-4,Episode 4,1.0,4.0,regular,2020-12-18,,2020-12-18,47.0,9.3,"Critical information about the monsters is made public. When residents are split on what to do with Hyun Soo, Lee Eun Hyuk suggests they hold a vote.<br /> "
1825,1825,1973990,https://www.tvmaze.com/episodes/1973990/sweet-home-1x05-episode-5,Episode 5,1.0,5.0,regular,2020-12-18,,2020-12-18,45.0,9.3,"Tasked to carry out dangerous missions, Hyun Soo heads back to retrieve Han Du Shik. Sang Wook stops at nothing to finish what he started.<br /> "
1826,1826,1973991,https://www.tvmaze.com/episodes/1973991/sweet-home-1x06-episode-6,Episode 6,1.0,6.0,regular,2020-12-18,,2020-12-18,54.0,9.3,"An Sun Young confronts the greatest monster in her life. Leaving the building, Seo Yi Kyung heads to her fiancé's office in search of answers.<br /> "
1827,1827,1973992,https://www.tvmaze.com/episodes/1973992/sweet-home-1x07-episode-7,Episode 7,1.0,7.0,regular,2020-12-18,,2020-12-18,49.0,9.3,"Hyun Soo saves the others from a deadly attack. Running out of necessities, Eun Hyuk announces a plan to venture outside for resources.<br /> "
1828,1828,1973993,https://www.tvmaze.com/episodes/1973993/sweet-home-1x08-episode-8,Episode 8,1.0,8.0,regular,2020-12-18,,2020-12-18,53.0,9.3,"Having little options in her state of being, Ji Soo agrees to take a big risk. Yi Kyung returns to Green Home just in time.<br /> "
1829,1829,1973994,https://www.tvmaze.com/episodes/1973994/sweet-home-1x09-episode-9,Episode 9,1.0,9.0,regular,2020-12-18,,2020-12-18,55.0,9.7,"When a team of outlaws take over the building, the residents are shown how humans can be even more barbaric than the monsters.<br /> "
1830,1830,1973995,https://www.tvmaze.com/episodes/1973995/sweet-home-1x10-episode-10,Episode 10,1.0,10.0,regular,2020-12-18,,2020-12-18,59.0,9.7,"A military leaflet promises a route to safety, but the group is reluctant to trust it. Hyun Soo is exposed to a new perspective on his condition."
1831,1831,1969489,https://www.tvmaze.com/episodes/1969489/discipline-2x06-beyond-the,Beyond The,2.0,6.0,regular,2020-12-18,,2020-12-18,24.0,7.0,A special film : love story of Ji Han and Asin awaits us
1832,1832,1987977,https://www.tvmaze.com/episodes/1987977/world-war-two-week-by-week-s03-special-allied-ccos,Allied CCoS,3.0,,significant_special,2020-12-18,,2020-12-18,13.0,,"Following the German declaration of war on America on the 11th of December 1941, Britain gained an invaluable ally. Securing a joint military command between the new partnership will be central to its success, the question is, how can this be achieved?"
1833,1833,1982905,https://www.tvmaze.com/episodes/1982905/voksensmerter-1x06-karriere,Karriere,1.0,6.0,regular,2020-12-18,,2020-12-18,19.0,,
1834,1834,1988125,https://www.tvmaze.com/episodes/1988125/crash-course-linguistics-1x13-language-change-and-historical-linguistics,Language Change and Historical Linguistics,1.0,13.0,regular,2020-12-18,,2020-12-18,13.0,,
1835,1835,1940041,https://www.tvmaze.com/episodes/1940041/the-wonderful-world-of-mickey-mouse-1x09-supermarket-scramble,Supermarket Scramble,1.0,9.0,regular,2020-12-18,,2020-12-18,8.0,,Mickey and his friends' plans for a barbeque get sidetracked after a quick trip to the supermarket turns into an odyssey.
1836,1836,1940036,https://www.tvmaze.com/episodes/1940036/the-wonderful-world-of-mickey-mouse-1x10-just-the-four-of-us,Just the Four of Us,1.0,10.0,regular,2020-12-18,,2020-12-18,8.0,,Donald and Daisy's little lie becomes a big problem when they try to get out of a group date with Mickey and Minnie.
1837,1837,1976945,https://www.tvmaze.com/episodes/1976945/let-me-off-the-earth-1x15-disillusioned-high-school-political-edition,Disillusioned High School Political Edition,1.0,15.0,regular,2020-12-18,,2020-12-18,17.0,,
1838,1838,1988026,https://www.tvmaze.com/episodes/1988026/chicken-shop-date-1x46-digga-d,Digga D,1.0,46.0,regular,2020-12-18,,2020-12-18,6.0,,Amelia goes for a date to a chicken shop with Digga D.
1839,1839,1987955,https://www.tvmaze.com/episodes/1987955/the-pengest-munch-1x32-chicken-ranch-clerkenwell,Chicken Ranch (Clerkenwell),1.0,32.0,regular,2020-12-18,,2020-12-18,4.0,,"So this time I passed through a very familiar shop I've seen over the years, but sometimes my curiosity ought not to be explored publicly. Mediocre epitomises its calibre. Obviously I forgot to slap burger sauce on the burger again, but that cheat code wouldn't have made a real difference, it was clearly unseasoned. Next episode should be a young Christmas spesh, so stay tuned."
1840,1840,1964572,https://www.tvmaze.com/episodes/1964572/qin-xia-1x11-episode-11,Episode 11,1.0,11.0,regular,2020-12-18,20:00,2020-12-18,23.0,,
1841,1841,1992735,https://www.tvmaze.com/episodes/1992735/kinderfanger-1x08-the-labyrinth,The Labyrinth,1.0,8.0,regular,2020-12-18,,2020-12-18,9.0,,"Lost in the maze-like tunnels leading to the Piper's lair, Olivia and Wallace continue their search for Marcus and the others. But they're not alone in the dark...the Piper's children are hunting them too. Can the sound of Olivia's voice lure out the good that is left?"
1842,1842,1967697,https://www.tvmaze.com/episodes/1967697/on-pointe-1x01-getting-in,Getting In,1.0,1.0,regular,2020-12-18,,2020-12-18,52.0,,"The school year begins at the prestigious School of American Ballet (SAB) in New York City. From Harlem to Chinatown, students as young as 6 years old audition for a coveted spot in SAB's Children's Division. Meanwhile, advanced students relocate from around the world to New York City where they will live and train<br />to be professional dancers under a seasoned and demanding faculty. As the students and teachers settle into their routines for the fall semester, preliminary casting for George Balanchine's The Nutcracker begins. Some flashing lights sequences or patterns may affect photosensitive viewers."
1843,1843,1988120,https://www.tvmaze.com/episodes/1988120/on-pointe-1x02-casting-competition,Casting & Competition,1.0,2.0,regular,2020-12-18,,2020-12-18,47.0,,"As the season picks up, younger SAB students from around New York City dig into their daily routine of ballet class, school, and family life. Casting day for the iconic George Balanchine's The Nutcracker begins, and we see the audition process in full swing. Dancers are assigned to play the lead roles of the Prince<br />and Marie, while some students do not make the cut.  The advanced students begin the rigorous training that makes a ""Balanchine"" dancer."
1844,1844,1988121,https://www.tvmaze.com/episodes/1988121/on-pointe-1x03-practice-makes-perfect,Practice Makes Perfect,1.0,3.0,regular,2020-12-18,,2020-12-18,42.0,,"Following the highly competitive audition process, rehearsals begin for George Balanchine's The Nutcracker. The lead children's roles of Marie and The Prince, as well as the rest of the ensemble, are put through their paces. Rehearsals and classwork become more demanding, as the students must balance their schedule<br />s. The Level IV girls receive their first pair of pointe shoes, a milestone in the life of a dancer. An advanced student is offered a coveted apprenticeship with the New York City Ballet. Some flashing lights sequences or patterns may affect photosensitive viewers."
1845,1845,1988122,https://www.tvmaze.com/episodes/1988122/on-pointe-1x04-sacrifice-support,Sacrifice & Support,1.0,4.0,regular,2020-12-18,,2020-12-18,39.0,,"Opening night of George Balanchine's The Nutcracker approaches, and the young dancers begin to rehearse with their idols, the company members of New York City Ballet. Excitement mounts as costume fittings begin. Students establish their roles in the show, and perfect the intricate choreography. We follow them from <br />the dance studio to their extracurricular activities and life outside of SAB. The intermediate and advanced dancers face challenges of injury and falling behind while balancing their schoolwork."
1846,1846,1988123,https://www.tvmaze.com/episodes/1988123/on-pointe-1x05-stepping-up,Stepping Up,1.0,5.0,regular,2020-12-18,,2020-12-18,40.0,,"The holidays approach and anticipation ramps up as the younger dancers step onto the Lincoln Center stage for the first time for dress rehearsals. For many of the students, this will be their first time performing on stage. School intensifies and pressure builds for older dancers as they continue to vie for limite<br />d positions in the company.  One of the students receives a surprising apprenticeship announcement, as her friends rally around in support. Students disperse for the Thanksgiving holiday."
1847,1847,1988124,https://www.tvmaze.com/episodes/1988124/on-pointe-1x06-showtime,Showtime!,1.0,6.0,regular,2020-12-18,,2020-12-18,52.0,,"Opening night of George Balanchine's The Nutcracker arrives. Months of rehearsals and jitters pay off in select scenes of the show over the course of its six-week run. The older students prepare for a community performance introducing the beauty of ballet to New York City schoolchildren, and one advanced student wi<br />ns a coveted award from Lincoln Center. As the students put their performances behind them and return to their everyday routines, school closes down due to COVID-19. Classes continue virtually, but dancers of all ages must navigate their relationship to ballet without a studio as they prepare for the ever-challengi<br />ng road ahead."
1848,1848,1999316,https://www.tvmaze.com/episodes/1999316/sobrevolando-1x06-peru-a-trilha-inca,Peru: A Trilha Inca,1.0,6.0,regular,2020-12-18,,2020-12-18,,,
